frame_no,class_id,class_name,id,x,y,w,h
118,2,car,0,105.79089,73.184746,13.878098,20.544357
118,6,train,0,143.43452,124.69353,71.96875,228.73138
118,2,car,0,93.201775,10.93045,9.058212,8.511751
118,2,car,0,104.79181,20.744377,8.444855,10.964959
119,2,car,1,105.36781,74.4734,14.400391,21.763885
120,2,car,0,76.39509,37.463665,12.625488,13.904411
120,2,car,0,156.66452,134.24469,21.350342,45.251556
120,6,train,0,208.247,122.31331,203.50754,235.37338
120,2,car,0,105.28082,75.992035,14.075012,22.117035
120,2,car,0,116.66612,12.862934,6.3174744,6.1267395
120,6,train,0,92.25754,122.40558,178.07413,234.6366
120,6,train,0,142.42471,124.10665,71.6704,229.60213
121,2,car,1,104.66902,77.81909,14.478653,22.382889
122,2,car,0,156.8587,135.9154,22.101807,46.0644
122,6,train,0,208.37943,122.466446,202.1803,234.81433
122,2,car,0,75.9234,37.51258,13.6380005,14.116518
122,2,car,0,104.81804,79.4249,14.558853,22.167297
122,6,train,0,99.62915,123.25768,193.47363,233.34651
122,2,car,0,116.92255,13.819357,6.8029785,6.613056
122,2,car,0,104.817764,22.874535,8.514603,10.356491
122,6,train,0,142.82579,124.363556,72.83652,229.34344
122,2,car,0,106.989,33.789635,9.354462,10.972313
122,0,person,0,295.41486,180.06389,48.61316,118.64505
123,2,car,0,76.778946,37.43268,11.185455,14.475121
123,2,car,0,156.95822,137.18208,21.811768,46.114655
123,2,car,0,104.34213,80.7885,15.028809,22.75595
123,2,car,0,116.9742,13.790238,6.664978,6.645132
123,6,train,0,142.22383,124.35327,72.62671,228.67618
123,6,train,0,201.82901,122.937485,204.58649,233.27942
123,6,train,0,93.9332,122.9122,183.43988,233.4643
123,2,car,0,106.87199,34.534843,9.5984955,11.257652
123,0,person,0,295.39526,180.1149,48.652588,118.60019
124,2,car,0,156.91263,138.59834,21.711609,46.965088
124,2,car,0,76.82699,37.45437,11.209473,14.544573
124,6,train,0,121.93243,122.84294,241.80132,233.62888
124,6,train,0,208.12036,122.14993,202.20197,235.34418
124,6,train,0,143.24957,124.055244,73.54208,230.23296
124,2,car,0,104.181496,82.82976,15.282394,23.037994
124,6,train,0,67.15756,127.07123,132.38486,225.64322
124,0,person,0,295.3928,180.39378,48.64148,117.99301
125,2,car,0,156.93645,139.87616,21.774628,47.34256
125,2,car,0,75.886314,37.82126,13.58815,14.005156
125,2,car,0,107.32532,35.544415,9.801971,11.665054
125,2,car,0,117.43888,15.000002,6.9051666,6.1948204
125,6,train,0,208.2943,122.26226,202.42752,234.56429
125,6,train,0,123.7341,123.537476,244.50723,232.361
125,6,train,0,142.0656,124.32834,71.13873,229.62521
125,6,train,0,66.26959,138.22911,130.21228,203.12561
125,0,person,0,295.388,180.1189,48.644653,118.53149
125,2,car,0,103.648926,84.2351,15.504578,24.088242
126,2,car,0,157.02112,141.21346,22.018677,47.478485
126,2,car,0,75.9719,37.82555,13.450912,14.085747
126,2,car,0,117.44116,15.014719,6.891388,6.1530037
126,2,car,0,107.21912,35.93637,9.885681,11.868425
126,6,train,0,208.88646,122.04224,200.51077,235.28198
126,6,train,0,144.67479,123.94466,76.18985,230.43405
126,6,train,0,94.23255,123.09392,184.34386,233.65796
126,6,train,0,68.0475,143.94363,126.63849,191.6847
126,2,car,0,102.892235,85.81166,16.05571,24.595428
126,2,car,0,104.77887,14.821124,8.83194,8.798292
126,0,person,0,295.3828,180.09201,48.644653,118.591194
127,2,car,1,157.1615,142.42488,22.30371,48.906708
128,2,car,0,76.03694,37.803947,13.145325,14.043266
128,2,car,0,102.03997,90.149445,16.590775,25.802826
128,2,car,0,157.07358,143.34523,22.563995,49.181335
128,6,train,0,207.85475,122.072556,201.64676,235.32516
128,2,car,0,117.7851,15.470725,7.1923676,7.074129
128,6,train,0,122.579636,123.00047,243.18271,233.58017
128,2,car,0,107.60608,37.59734,9.616852,11.30954
128,2,car,0,105.1238,15.950417,8.314682,8.484211
128,6,train,0,67.07909,148.62625,128.7826,182.38565
128,6,train,0,140.28171,122.77443,67.22235,233.36996
128,2,car,0,112.981674,7.8397284,6.584427,6.880022
128,0,person,0,295.36185,180.36075,48.685913,118.04932
129,6,train,0,66.11214,150.28728,128.77362,178.18204
129,2,car,0,76.01,37.804832,13.199692,14.046297
129,2,car,0,118.02078,15.611054,7.4033966,7.293356
129,2,car,0,157.34692,145.94545,22.346924,49.293243
129,6,train,0,207.86786,122.06333,201.93378,235.1588
129,6,train,0,108.27838,124.33809,214.78326,230.8204
129,2,car,0,101.44987,91.88234,16.974747,26.38205
129,2,car,0,107.5699,38.469803,9.818024,11.390732
129,2,car,0,105.33656,16.224277,8.296936,8.189988
129,0,person,0,295.34784,180.24774,48.713623,118.246086
130,6,train,1,65.89937,151.46709,128.58255,176.11893
131,6,train,1,65.46012,151.43979,127.81084,176.0719
132,6,train,1,64.92635,151.41684,126.86073,175.99216
133,6,train,0,65.01457,148.50406,129.60196,182.70813
133,2,car,0,76.11374,37.773193,13.012299,14.004362
133,2,car,0,107.62407,40.844555,10.604401,12.524651
133,2,car,0,157.34464,152.00143,23.272705,52.536926
133,2,car,0,118.50598,17.139893,7.4819183,6.9816523
133,2,car,0,105.85217,16.941063,7.866623,8.649055
133,6,train,0,207.0482,122.58638,201.7443,234.82724
133,6,train,0,141.9152,124.91026,68.61835,229.20453
133,2,car,0,99.14011,100.65376,18.232178,29.470398
133,0,person,0,295.31198,180.23486,48.78772,118.19457
133,6,train,0,87.32187,124.255585,174.64374,231.3042
133,5,bus,0,99.22394,100.79695,18.447845,29.197678
134,6,train,0,64.79785,148.98688,129.17725,181.93445
134,2,car,0,76.1039,37.771816,13.043274,14.026894
134,2,car,0,107.636475,41.447308,10.435303,12.488472
134,6,train,0,206.19478,122.34815,202.99252,235.3037
134,2,car,0,118.82956,17.141312,7.599121,8.217515
134,6,train,0,139.95752,123.90011,66.75137,227.85338
134,2,car,0,157.47166,153.68907,22.915527,52.595154
134,2,car,0,105.674484,17.567514,8.348694,9.059902
134,0,person,0,295.33728,180.31699,48.754333,118.022896
134,2,car,0,105.30263,28.955584,8.885468,10.382015
135,6,train,0,64.87128,149.2117,129.354,181.24481
135,2,car,0,76.047455,37.74964,13.457947,14.1993885
135,2,car,0,107.469986,42.109333,10.348297,12.635925
135,2,car,0,119.721214,17.941645,7.289734,7.1137085
135,6,train,0,139.86269,122.19582,66.62308,230.96333
135,6,train,0,206.30316,122.60943,201.5102,234.78114
135,2,car,0,98.028465,105.12277,19.088257,30.149094
135,5,bus,0,92.47878,12.5799055,11.3667755,13.543367
135,0,person,0,295.33228,180.31473,48.76361,118.02115
135,2,car,0,157.51675,155.51967,23.22528,54.29071
135,2,car,0,105.55577,29.605957,9.109894,10.003578
136,2,car,0,107.54767,42.75447,10.923157,12.793976
136,2,car,0,75.97455,37.786304,13.50531,14.2287445
136,2,car,0,119.72009,18.121323,7.301178,7.1783
136,6,train,0,65.42799,148.8655,130.28098,181.5755
136,6,train,0,143.3584,125.44257,62.30871,227.60118
136,2,car,0,96.943665,107.576904,21.330719,31.449127
136,5,bus,0,97.07257,107.73421,20.951569,31.850128
136,2,car,0,157.42865,157.23839,23.636108,54.34604
136,0,person,0,295.31937,180.2761,48.789246,118.10071
136,5,bus,0,91.992065,12.646605,12.228302,14.321808
136,2,car,0,105.412155,30.071577,9.184082,9.998386
136,6,train,0,206.47491,123.189445,195.11694,232.02827
136,2,car,0,105.9342,17.876608,8.368149,9.579899
137,2,car,0,76.018425,37.74696,13.365555,14.125809
137,2,car,0,120.01894,18.176342,7.5658875,8.143836
137,2,car,0,107.61296,43.470337,10.656006,12.877174
137,2,car,0,96.27681,110.70982,20.7491,32.677612
137,2,car,0,157.68687,158.54376,23.672638,55.364258
137,6,train,0,142.43127,124.96572,62.7782,228.35286
137,6,train,0,206.81822,122.70841,199.29446,234.58318
137,6,train,0,64.36226,149.29652,128.32117,180.3251
137,0,person,0,295.32452,180.25871,48.77881,118.139465
138,2,car,0,120.072266,18.773336,7.4516907,7.098877
138,2,car,0,76.155014,37.734665,12.942657,14.010979
138,2,car,0,107.64755,44.34633,10.691177,12.44854
138,5,bus,0,95.29715,113.282234,20.680237,33.422104
138,2,car,0,157.58905,160.60559,24.23114,56.433105
138,6,train,0,141.45842,125.52756,64.06094,226.43695
138,2,car,0,105.585526,31.297777,9.676514,10.841091
138,2,car,0,106.21748,18.902317,8.44458,9.151157
138,0,person,0,295.37677,180.34497,48.66638,117.99395
138,6,train,0,206.19458,123.63078,198.27698,232.73843
139,2,car,1,94.85681,116.088745,21.490204,34.143616
140,2,car,0,76.36372,37.793736,12.458313,14.051453
140,2,car,0,120.4603,19.400986,7.4354553,7.0000315
140,2,car,0,94.05092,118.74652,22.928833,34.336
140,2,car,0,107.44635,44.887478,10.945236,15.262672
140,2,car,0,157.53552,164.82738,24.362274,58.47003
140,2,car,0,105.588776,31.827911,9.517578,11.081947
140,6,train,0,201.00174,122.59176,211.6955,234.79326
140,6,train,0,87.46921,137.22412,173.55365,204.54059
140,6,train,0,139.0017,125.20648,69.69141,228.61786
140,0,person,0,295.3774,180.33563,48.65442,118.04565
140,2,car,0,106.29918,19.236668,8.519867,9.749374
141,2,car,1,92.72711,122.160446,23.331299,36.05066
141,2,car,2,107.48532,47.02182,10.309357,13.44072
142,2,car,1,92.056274,125.22863,24.157776,36.886337
142,2,car,2,120.84526,20.256855,7.7359924,7.1677246
142,2,car,3,107.482285,47.86273,10.556061,13.088989
143,2,car,1,157.94244,171.95956,25.203857,62.023132
143,2,car,2,120.82329,20.283476,7.837097,7.2437477
143,2,car,3,91.19333,128.66278,25.234406,37.878113
144,2,car,1,89.48758,131.88995,25.740662,39.234314
144,2,car,2,120.94641,21.263084,7.652893,6.442955
145,2,car,1,121.17233,21.786633,7.7135315,6.578186
145,2,car,2,158.07239,176.42422,26.159302,64.69464
146,2,car,0,86.86438,139.48767,26.968307,41.727386
146,2,car,0,121.263245,22.094774,7.729706,6.7161903
146,2,car,0,76.8284,37.90372,11.171204,14.38372
146,2,car,0,157.96457,178.09569,26.160645,68.124756
146,6,train,0,196.49017,121.2909,223.22723,237.05159
146,2,car,0,107.54439,50.372604,11.009232,15.199783
146,2,car,0,105.806,35.62683,10.483551,12.109482
146,6,train,0,89.077515,123.59189,177.07849,232.27563
146,6,train,0,64.978424,150.15887,129.86859,178.90912
146,0,person,0,295.35507,180.28046,48.704407,118.15063
146,2,car,0,106.714615,21.2751,9.152695,9.941467
146,6,train,0,136.23212,121.73848,82.99029,234.61679
147,2,car,1,85.62305,143.42508,28.88388,43.940674
148,2,car,1,83.984,147.9303,29.763596,45.44165
148,2,car,2,76.815094,37.844963,11.211334,14.430618
148,2,car,3,121.80754,23.058079,7.8331146,6.3588257
149,2,car,1,122.2841,23.063486,7.6345825,6.74094
150,2,car,1,122.516235,22.896755,7.9515686,7.45208
150,2,car,2,80.79079,156.79654,31.44461,49.056305
151,2,car,1,122.70345,23.360992,8.422714,7.5923615
151,2,car,2,76.81824,37.935337,11.204559,14.347801
152,2,car,1,122.835205,24.189466,8.895081,7.501301
152,2,car,2,107.34276,57.066277,11.062347,14.867447
152,2,car,3,76.82277,37.96289,11.2595825,14.281082
153,2,car,1,75.11925,172.19708,35.173798,55.365356
153,2,car,2,123.15607,24.763405,8.671204,7.2721176
153,2,car,3,76.82261,37.933765,11.230667,14.264664
154,2,car,1,123.79161,25.16558,7.824524,7.8338127
154,2,car,2,76.84205,37.92062,11.160614,14.261589
155,2,car,1,70.9505,183.767,38.07715,61.81311
155,2,car,2,106.35486,41.600643,10.850311,12.690079
155,2,car,3,123.97421,24.997164,8.146698,8.530483
155,2,car,4,76.82974,37.933384,11.212952,14.212288
156,2,car,1,124.10561,25.91195,8.205063,7.856964
156,2,car,2,76.82358,37.937744,11.253326,14.216217
156,2,car,3,106.185486,42.01953,10.782074,13.3954315
157,2,car,1,65.23419,197.57483,41.130463,67.04797
157,2,car,2,124.35605,26.3587,8.015381,7.5342026
157,2,car,3,76.80873,37.96846,11.211578,14.161484
158,2,car,1,106.02771,43.565178,10.898285,12.930222
158,2,car,2,76.32532,37.964767,12.302826,14.086334
159,2,car,1,124.74929,27.176838,8.434769,7.2650223
159,2,car,2,105.94315,44.277306,10.770309,12.652039
159,2,car,3,76.327484,37.979073,12.338486,14.091782
160,2,car,1,106.04237,45.286663,10.850159,12.762054
160,2,car,2,76.61006,37.958244,11.662018,14.11705
161,2,car,1,105.97983,46.32068,11.200623,14.213516
161,2,car,2,76.58717,37.991417,11.626465,14.089394
162,2,car,1,106.11017,47.037125,10.923187,14.320404
162,2,car,2,76.57623,38.00233,11.553406,14.041054
163,2,car,1,105.92691,47.497948,11.341797,14.204315
163,2,car,2,76.54254,38.044647,11.456177,13.984985
164,2,car,1,105.871796,48.65065,11.394806,14.014877
164,2,car,2,76.505035,38.020363,11.499954,13.969955
165,2,car,1,105.97443,49.52575,11.408417,14.868866
165,2,car,2,76.52664,38.02704,11.407166,14.003342
166,2,car,0,76.52655,38.00216,11.33316,14.048357
166,2,car,0,106.02124,50.24887,11.529526,15.028687
166,2,car,0,107.92943,30.679491,9.436218,10.81979
166,2,car,0,126.7775,30.13313,9.049011,8.975174
166,2,car,0,105.16817,73.10591,13.870514,20.695953
166,2,car,0,105.296585,17.158234,7.810211,8.638953
166,2,car,0,118.176186,18.467796,8.049789,6.7316246
166,0,person,0,295.40686,179.85837,48.601807,119.07403
166,2,car,0,94.31818,23.522343,9.171936,10.661003
167,2,car,1,105.965164,51.192642,11.384705,14.777542
168,2,car,1,127.09555,30.14456,9.009369,10.088337
168,2,car,2,105.81508,52.20256,11.518494,14.883194
168,2,car,3,104.65485,77.9973,14.110245,17.153427
168,2,car,4,76.82298,38.002224,11.196625,14.065903
169,2,car,1,76.80936,38.0427,11.20166,14.035187
169,2,car,2,127.27938,30.520334,9.076187,10.471142
169,2,car,3,105.81997,53.179047,11.866653,15.038132
170,2,car,1,127.64839,31.619127,9.006012,9.454197
170,2,car,2,104.38442,81.83992,14.698715,16.508438
170,2,car,3,76.8029,38.060783,11.229736,14.010521
171,2,car,1,76.837524,38.044136,11.126434,14.054337
171,2,car,2,103.74254,81.14993,15.019562,21.51117
171,2,car,3,127.86605,32.671524,9.23436,9.1827545
172,2,car,1,76.81851,38.032524,11.138306,14.097145
172,2,car,2,127.99014,32.18048,9.417572,10.846123
172,2,car,3,108.26572,33.267838,9.488419,12.105637
172,2,car,4,103.46158,82.64203,15.072357,22.52475
173,2,car,1,76.80856,38.012417,11.149811,14.087456
174,2,car,1,76.8228,37.976665,11.124756,14.133781
174,2,car,2,128.92041,33.805645,9.348938,9.724701
174,2,car,3,102.68753,86.38982,15.484558,22.79715
175,2,car,1,76.80279,37.956146,11.172134,14.035896
176,2,car,1,129.27924,33.928635,9.233154,11.190773
176,2,car,2,76.45225,37.89869,11.514023,14.0063095
177,2,car,1,129.40308,34.299217,9.190521,11.975227
177,2,car,2,76.44763,37.837517,11.6577,14.066429
178,2,car,1,104.73716,62.41583,13.809586,17.452492
178,2,car,2,76.30902,37.774944,11.878479,14.185463
179,2,car,1,104.57213,63.165367,13.495239,18.219055
179,2,car,2,120.902405,22.630325,8.076477,7.009758
179,2,car,3,76.15398,37.782803,12.097931,14.122856
180,2,car,1,76.260895,37.898273,11.985291,13.988441
180,2,car,2,120.95334,22.76691,8.210068,7.280033
181,2,car,1,76.3839,38.076748,11.542053,13.7219925
182,2,car,1,121.24963,23.33609,8.543457,8.199936
182,2,car,2,76.456085,38.22015,11.315369,13.667946
183,2,car,1,76.83009,38.084232,11.126694,13.714767
184,2,car,1,121.78267,23.690718,8.389374,8.516865
184,2,car,2,76.8522,38.09244,11.191986,13.620247
185,2,car,1,76.88468,38.094368,11.252411,13.68145
186,2,car,1,122.47792,24.733494,8.393585,8.960186
186,2,car,2,108.78844,41.86866,11.350311,13.647079
186,2,car,3,76.87764,38.092808,11.362671,13.725113
187,2,car,1,76.857346,38.0819,11.337158,13.666786
188,2,car,1,76.57619,38.26201,11.671082,13.382874
189,2,car,0,76.6846,38.238113,11.728485,13.478394
189,2,car,0,89.051346,128.74922,20.78659,26.083618
189,2,car,0,102.63405,78.23055,15.240784,19.049103
189,2,car,0,133.04367,41.347916,10.673347,13.912598
189,2,car,0,108.84171,44.065907,11.068207,14.058823
189,2,car,0,107.604004,26.51824,9.53949,10.549679
189,2,car,0,122.970505,25.664345,8.800537,9.087242
189,6,train,0,148.94395,126.63626,64.35361,226.00867
189,2,car,0,133.68996,44.372467,10.92041,7.630539
189,2,car,0,94.15111,115.85077,19.712265,17.64914
189,0,person,0,295.31555,179.16722,48.787476,120.48288
189,2,car,0,93.07695,31.229448,11.245178,13.976559
190,2,car,1,88.11379,132.44379,20.934082,25.287476
190,2,car,2,102.20743,79.25946,15.466507,20.231903
190,2,car,3,76.911255,38.108192,11.5877075,13.687958
191,2,car,1,123.52265,26.414703,9.362717,9.12291
191,2,car,2,86.569855,137.05559,20.937363,25.306519
191,2,car,3,76.8887,38.164604,11.5442505,13.639595
192,2,car,1,123.61473,26.761278,9.186035,9.76886
192,2,car,2,76.915504,38.16743,11.475113,13.665016
193,2,car,1,123.68823,26.926243,9.631378,9.956009
193,2,car,2,76.89775,38.158745,11.4982605,13.615318
194,2,car,1,123.88422,27.166296,9.365356,10.217869
194,2,car,2,76.8811,38.149742,11.602417,13.672379
195,2,car,0,76.749985,38.144222,11.76181,13.34745
195,2,car,0,100.63371,86.71959,16.266663,25.278122
195,2,car,0,108.506485,48.619026,13.182892,16.401558
195,2,car,0,124.10414,27.387075,9.477081,11.102688
195,2,car,0,135.77737,46.191776,10.9158325,12.203308
195,2,car,0,85.92847,136.5462,23.444122,20.524933
195,2,car,0,107.7919,29.647655,9.048737,10.046669
195,2,car,0,113.640045,9.212669,6.0225525,4.9443965
195,2,car,0,79.778824,156.94955,23.171997,24.735168
195,6,train,0,147.97241,131.01195,69.18348,216.91757
195,0,person,0,295.35858,179.21059,48.69507,120.3873
195,0,person,0,18.199062,159.47995,5.343857,13.199585
195,6,train,0,179.6502,122.71841,255.15613,234.43886
196,2,car,1,108.32829,49.30906,12.780731,16.650787
196,2,car,2,108.09526,30.299772,8.746124,10.983288
197,2,car,1,108.191696,30.92812,9.0448,10.462692
198,2,car,1,108.21588,31.195961,9.02063,11.332306
198,2,car,2,125.511604,29.722406,9.294388,9.430317
199,2,car,1,108.08984,31.591137,9.473801,11.435402
200,2,car,1,108.0277,32.030838,9.228958,11.388367
200,2,car,2,125.983765,30.218166,9.183441,10.374916
200,2,car,3,136.95876,48.80432,12.194,12.798218
201,2,car,1,108.30867,32.656944,9.393036,11.2836
201,2,car,2,70.10782,179.14243,37.195953,56.81891
202,2,car,1,108.35866,32.979305,9.111053,11.489342
203,2,car,1,138.14383,50.393764,12.277161,15.473022
204,2,car,1,138.37363,51.155685,12.428467,15.51503
204,2,car,2,126.71758,31.998112,9.858292,11.022499
205,2,car,1,139.24704,52.265755,11.984863,15.513084
205,2,car,2,126.98565,32.625484,9.76091,10.189972
206,2,car,1,139.58418,52.731674,12.137238,15.602066
206,2,car,2,108.04198,59.46409,11.966248,17.727814
207,2,car,1,139.81638,53.655518,12.258972,15.700104
207,2,car,2,92.90903,115.45892,22.015564,34.198853
207,2,car,3,127.60115,33.323463,9.677887,10.433525
208,2,car,1,92.10405,118.66113,23.244247,34.266815
208,2,car,2,140.07156,53.943596,11.883087,16.413864
208,2,car,3,128.1171,33.936596,9.186035,10.08876
209,2,car,1,128.32654,34.445107,9.189453,10.246429
209,2,car,2,140.2792,54.942467,12.567871,16.49884
209,2,car,3,91.258766,121.74071,23.694153,35.29904
210,2,car,1,140.50923,55.75111,12.830048,17.089287
210,2,car,2,128.6213,34.663063,9.517731,10.426689
211,2,car,1,128.72334,35.26046,9.689819,11.267532
211,2,car,2,140.92136,56.45932,12.926086,17.347534
211,2,car,3,89.241325,128.92114,26.521866,37.754517
212,2,car,1,141.16595,57.243233,13.213013,17.101059
212,2,car,2,87.669,132.16913,26.505203,38.468018
212,2,car,3,129.47116,35.74507,10.25882,11.262718
213,2,car,1,107.942055,66.92612,13.003586,19.9552
214,2,car,0,130.33994,36.70892,10.7838745,11.322548
214,2,car,0,76.84708,38.088097,11.299805,13.832655
214,2,car,0,109.36415,41.227848,9.798721,14.14357
214,2,car,0,85.289665,139.57684,28.522888,41.68029
214,2,car,0,107.40733,68.50483,13.591156,19.024307
214,2,car,0,105.63545,16.785557,7.2942505,9.404189
214,2,car,0,141.91068,58.51385,13.358246,19.49276
214,2,car,0,116.75978,13.540231,5.956085,5.2800007
214,0,person,0,295.3868,179.17456,48.635864,120.46396
215,2,car,1,130.43448,37.47307,10.583069,10.943512
215,2,car,2,109.48419,41.98859,10.187012,14.017807
216,2,car,1,130.92734,38.152332,10.135376,11.099396
217,2,car,1,131.13463,38.39533,10.262451,11.316765
218,2,car,1,131.36877,39.038177,10.303253,11.774994
219,2,car,0,131.68471,39.21452,10.706879,12.468422
219,2,car,0,106.23729,77.659195,14.214539,16.469116
219,2,car,0,76.66026,163.09982,34.68552,50.207916
219,2,car,0,76.87509,38.218895,11.323578,13.9434185
219,2,car,0,109.75735,45.124344,11.016983,14.544617
219,2,car,0,117.32298,15.01722,6.706604,5.7595253
219,2,car,0,106.16577,18.091377,7.463043,9.386834
219,0,person,0,18.193913,159.5684,5.315731,13.022644
219,2,car,0,94.094864,24.346966,7.560974,7.6882553
219,6,train,0,150.86963,125.98133,64.56225,226.25078
219,0,person,0,295.3988,179.59804,48.610962,119.61618
219,2,car,0,72.482285,175.32295,26.392735,25.746674
220,2,car,1,105.92554,78.50492,14.309113,18.421005
221,2,car,1,117.441605,15.766095,6.866211,6.222723
222,2,car,1,117.625015,15.971263,6.9180756,6.077303
223,2,car,1,117.91626,16.351673,7.2422485,6.173218
223,2,car,2,133.15353,41.79902,10.52771,12.111359
224,2,car,1,64.29697,192.98337,41.859894,64.71704
225,2,car,1,61.520657,200.76747,43.762215,67.94141
226,2,car,0,103.6041,89.89925,15.639587,18.117249
226,2,car,0,77.05682,38.20682,11.541229,13.948883
226,2,car,0,118.10994,16.711393,7.3597107,7.342079
226,2,car,0,134.21375,44.107876,10.798767,11.314842
226,2,car,0,90.90433,51.143875,14.162628,21.467041
226,2,car,0,58.29484,206.11153,45.71926,66.8978
226,2,car,0,109.90409,52.242413,11.371368,15.320824
226,2,car,0,146.8937,70.20416,13.928406,21.154362
226,0,person,0,18.1842,159.61853,5.286683,12.983765
226,0,person,0,295.4107,179.92462,48.58252,118.95154
226,2,car,0,106.76001,20.1912,8.007751,9.776765
226,5,bus,0,91.027374,51.089783,13.721008,21.082352
227,2,car,0,134.23262,43.53247,11.931946,13.343369
227,2,car,0,76.98042,38.236206,11.514801,13.8283615
227,2,car,0,118.180664,17.192505,7.034561,7.258049
227,2,car,0,146.74402,70.9662,14.447693,21.78217
227,2,car,0,103.10955,91.64368,16.73146,19.704666
227,2,car,0,110.09093,53.093895,11.4348755,16.023499
227,2,car,0,56.271713,209.39714,45.616272,61.20572
227,2,car,0,90.92382,51.787697,14.259644,21.639633
227,12,parking meter,0,55.541367,209.15778,46.817017,61.54785
227,0,person,0,18.184689,159.59552,5.363785,12.99942
227,5,bus,0,91.002625,51.71994,13.903656,21.438614
227,0,person,0,295.41016,179.88461,48.585938,119.01887
228,2,car,0,90.68413,52.396736,14.444122,21.221832
228,2,car,0,76.96112,38.14334,11.401199,13.96776
228,2,car,0,103.12016,89.75368,17.066895,27.948395
228,2,car,0,134.5625,43.89424,10.99176,14.149887
228,2,car,0,52.79026,212.53778,46.23642,54.38385
228,2,car,0,109.69788,53.414352,12.400848,16.794342
228,2,car,0,118.30255,17.740429,7.025696,6.7650366
228,6,train,0,94.971,122.37822,181.24971,234.3624
228,0,person,0,295.42056,179.87213,48.56122,119.047554
228,0,person,0,18.188017,159.59607,5.351017,13.017822
228,6,train,0,69.20781,147.60933,138.41562,183.54257
228,5,bus,0,103.06958,89.80318,17.22107,27.509583
228,2,car,0,146.9678,71.971985,14.238373,21.333786
229,2,car,0,135.30608,44.74804,10.900513,13.770264
229,2,car,0,77.00252,38.15087,11.414215,14.032433
229,2,car,0,90.59142,53.779503,14.505096,21.49089
229,2,car,0,147.38625,72.80162,14.299103,23.00064
229,2,car,0,118.68469,18.564222,7.3971252,6.104782
229,6,train,0,69.23783,141.34337,138.11076,196.44162
229,2,car,0,102.548004,92.874245,17.241913,25.713211
229,2,car,0,109.74784,54.769585,12.453613,15.635422
229,6,train,0,93.85584,119.93002,180.02531,239.86005
229,2,car,0,106.83248,20.931595,8.213287,10.838265
229,0,person,0,295.4323,179.87991,48.537354,119.03827
229,5,bus,0,90.53511,53.692963,14.421158,21.885406
230,2,car,0,77.13222,38.155613,11.575226,14.134125
230,2,car,0,135.51506,45.329247,10.583099,13.304749
230,2,car,0,90.40973,54.31902,14.698395,22.061455
230,6,train,0,69.36401,138.04767,138.37903,203.61725
230,2,car,0,101.93446,95.179,17.383362,23.928009
230,2,car,0,109.605064,55.52865,12.783234,16.350906
230,2,car,0,147.72025,73.85794,14.060303,23.233948
230,0,person,0,295.46765,179.87529,48.46631,119.03476
230,2,car,0,107.18304,22.436735,7.585022,9.361538
231,2,car,1,136.0111,46.122902,10.726379,13.791382
231,2,car,2,90.39499,55.104065,14.822754,22.000275
232,2,car,1,77.07231,38.236717,11.582733,14.0815735
232,2,car,2,90.32024,55.831127,15.2578125,22.605446
233,2,car,1,89.78322,56.664337,15.886047,22.550446
234,2,car,1,136.98444,47.17596,12.3063965,14.606789
235,2,car,0,76.986404,38.333282,11.614639,13.9058
235,2,car,0,98.8544,107.41402,19.293274,27.35733
235,2,car,0,137.5565,48.09288,12.184479,14.641647
235,2,car,0,109.39099,62.182148,13.352737,16.366142
235,2,car,0,120.49809,20.0657,7.63443,6.805992
235,6,train,0,149.00461,78.75309,14.599976,25.71614
235,5,bus,0,89.36568,58.338364,15.656891,22.955658
235,6,train,0,149.32274,141.96024,65.05377,193.84784
235,2,car,0,89.488884,58.311256,15.8050995,22.95015
235,0,person,0,295.53293,180.24124,48.337708,118.2918
236,2,car,0,137.5206,48.35657,11.959503,15.058891
236,2,car,0,77.039185,38.297157,11.5972595,13.957109
236,2,car,0,89.17463,59.126846,16.042404,23.861313
236,2,car,0,120.490036,20.203754,7.855072,7.126343
236,2,car,0,109.40348,62.79854,13.414825,17.675354
236,6,train,0,149.28915,78.83294,15.827606,27.940643
236,5,bus,0,98.28589,109.667175,19.049133,29.569824
236,6,train,0,149.00201,137.06995,66.29394,204.89893
236,0,person,0,18.148228,159.60297,5.358817,12.954681
236,2,car,0,98.05647,110.216324,19.101044,27.830765
236,0,person,0,295.50806,180.26703,48.384705,118.24238
237,2,car,0,77.04146,38.296284,11.677887,13.903259
237,2,car,0,137.96846,49.143898,11.512878,14.911499
237,2,car,0,96.51277,118.82825,20.807861,17.738678
237,2,car,0,120.722946,20.597397,7.5937653,6.7668076
237,2,car,0,89.106895,60.007286,16.106369,24.089142
237,2,car,0,109.34367,64.12247,13.169373,17.962215
237,6,train,0,148.3205,141.94589,65.45343,195.57867
237,6,train,0,149.72006,80.425865,15.747131,26.987518
237,0,person,0,295.51703,180.21747,48.367188,118.313354
237,0,person,0,18.142056,159.60742,5.3555,12.945923
238,2,car,0,77.0459,38.289024,11.6596985,13.909559
238,2,car,0,138.27856,49.949688,11.5997925,14.990128
238,2,car,0,109.11391,65.21308,13.371735,18.39296
238,2,car,0,88.63098,60.620712,16.352722,23.762146
238,2,car,0,120.904175,21.384388,7.480774,6.4934006
238,6,train,0,149.96178,81.58566,15.977692,27.196838
238,6,train,0,147.26813,146.74825,68.17984,185.9993
